ticker,sharesOutstandingPCT,sharesOutstandingTotal,totalHoldingsValue,increasedPositionsHolders,increasedPositionsShares,decreasedPositionsHolders,decreasedPositionsShares,heldPositionsHolders,heldPositionsShares,totalPositionsHolders,totalPositionsShares,newPositionsHolders,newPositionsShares,soldOutPositionsHolders,soldOutPositionsShares,inserted
RDWR,76.91,42,547,38,5044212,51,2589149,27,24708664,116,32342025,12,414702,12,237815,"01-10-2023 15:30:30"
RDY,12.48,167,"1,392",104,3285306,76,1267640,35,16261176,215,20814122,24,661116,22,200563,"01-10-2023 15:30:30"
RDZN,27.94,68,80,12,1563561,13,1973673,33,15585438,58,19122672,3,761806,5,789099,"01-10-2023 15:30:30"
REAL,47.47,102,102,64,12635854,88,21360972,35,14494282,187,48491108,39,4718148,46,4295058,"01-10-2023 15:30:30"
REAX,33.11,180,86,10,670833,8,181375,22,58743653,40,59595861,4,524351,2,17407,"01-10-2023 15:30:30"
REBN,0.47,13,0,2,55001,2,2986,0,4467,4,62454,1,55000,1,2977,"01-10-2023 15:30:30"
REE,26.39,247,10,12,1703025,18,2893813,27,60493981,57,65090819,6,72326,6,1486463,"01-10-2023 15:30:30"
REFI,25.84,18,69,52,1640089,17,997847,8,2058326,77,4696262,12,236008,5,384047,"01-10-2023 15:30:30"
REFR,7.3,34,3,18,381511,9,741646,13,1322205,40,2445362,10,308828,2,32939,"01-10-2023 15:30:30"
REG,97.2,185,"10,668",223,9195186,219,9621477,74,160656273,516,179472936,58,2025925,43,662653,"01-10-2023 15:30:30"
REGN,88.13,107,"77,412",493,5070578,585,10126607,211,78867995,"1,289",94065180,94,342675,113,239664,"01-10-2023 15:30:30"
REI,46.99,195,179,78,10790268,51,8149410,20,72849115,149,91788793,21,4487573,25,4947609,"01-10-2023 15:30:30"
REKR,35.77,69,70,36,4612823,24,6908036,15,13217272,75,24738131,9,588546,10,6299140,"01-10-2023 15:30:30"
RELI,7.88,2,0,2,4,6,7556,2,159917,10,167477,1,1,5,6407,"01-10-2023 15:30:30"
RELL,66.78,12,89,56,2239620,52,2567112,3,3347270,111,8154002,24,770281,26,808620,"01-10-2023 15:30:30"
RELX,3.6,"1,890","2,294",170,4708408,146,2927036,48,60425368,364,68060812,39,512029,27,573610,"01-10-2023 15:30:30"
RELY,68.55,181,"3,132",77,9409459,81,6944907,22,107849770,180,124204136,27,2429600,19,900067,"01-10-2023 15:30:30"
RENB,3.17,58,8,10,802511,35,2256621,1,1208694,46,1850438,6,400373,14,379210,"01-10-2023 15:30:30"
RENE,92.66,23,231,18,4054277,13,1986626,24,15269870,55,21310773,5,397259,5,1328881,"01-10-2023 15:30:30"
RENT,68.11,66,31,34,2198356,49,4790272,26,37866785,109,44855413,9,261340,22,2349698,"01-10-2023 15:30:30"
REPL,92.81,59,937,67,5768758,74,4747775,18,44238496,159,54755029,21,1814607,18,1097852,"01-10-2023 15:30:30"
REPX,56.5,20,362,52,1486281,31,263351,13,9649676,96,11399308,27,1322851,9,35053,"01-10-2023 15:30:30"
RERE,24.52,90,50,12,582442,6,280419,9,21270803,27,22133664,6,187504,1,162,"01-10-2023 15:30:30"
RES,36.76,216,711,111,10504207,106,5731876,41,63307980,258,79544063,28,3003761,38,1072112,"01-10-2023 15:30:30"
RETO,0.4,5,0,0,0,5,6287,1,14990,6,21277,0,0,4,5904,"01-10-2023 15:30:30"
REVB,12.79,6,1,7,393950,5,608302,3,196963,15,805289,4,86658,5,608302,"01-10-2023 15:30:30"
REVG,95.77,59,909,68,2382024,51,2406114,17,52014801,136,56802939,22,1258167,15,1069722,"01-10-2023 15:30:30"
REX,79.76,18,568,60,644452,81,1013245,22,12302796,163,13960493,20,490148,20,303001,"01-10-2023 15:30:30"
REXR,102.63,206,"10,456",225,28464798,156,19464289,38,163946314,419,211875401,51,7488837,46,2738000,"01-10-2023 15:30:30"
REYN,27.16,210,"1,462",91,1835071,91,2943676,22,52250547,204,57029294,17,448112,23,301666,"01-10-2023 15:30:30"
REZI,91.68,148,"2,139",115,7368580,168,7621617,119,120373531,402,135363728,31,665053,44,2948395,"01-10-2023 15:30:30"
RF,77.1,938,"12,443",315,60998921,444,52138446,144,610317481,903,723454848,73,10104732,107,9215579,"01-10-2023 15:30:30"
RFAC,51.9,7,40,4,172806,29,5830384,8,2275212,41,3727978,3,159037,19,3484210,"01-10-2023 15:30:30"
RFI,21.58,26,59,26,448066,21,288060,31,4909312,78,5645438,8,327061,5,47676,"01-10-2023 15:30:30"
RFIL,26.25,10,8,7,14771,10,26139,11,2660079,28,2700989,4,13237,4,3196,"01-10-2023 15:30:30"
RFL,11.61,24,5,12,343151,17,169136,19,2217796,48,2730083,4,239309,5,49897,"01-10-2023 15:30:30"
RFM,12.14,6,11,9,78905,5,106058,4,557469,18,742432,1,22847,3,17683,"01-10-2023 15:30:30"
RFMZ,18.84,24,57,15,982218,12,193237,8,3413341,35,4588796,6,104443,3,69245,"01-10-2023 15:30:30"
RGA,95.54,66,"9,184",243,3402321,205,4701418,77,55154386,525,63258125,77,533909,43,475291,"01-10-2023 15:30:30"
RGC,0.0,13,0,1,4,2,201,1,334,4,539,0,0,2,201,"01-10-2023 15:30:30"
RGCO,36.14,10,63,39,896846,25,695073,12,2022886,76,3614805,13,89665,11,233117,"01-10-2023 15:30:30"
RGEN,99.46,56,"8,818",227,5226426,221,4554320,66,45674577,514,55455323,67,878954,64,806103,"01-10-2023 15:30:30"
RGF,60.1,7,15,12,117024,13,325790,5,3886369,30,4329183,4,69331,6,99344,"01-10-2023 15:30:30"
RGLD,83.52,66,"5,834",188,2477025,201,3854326,88,48534783,477,54866134,60,415914,44,240469,"01-10-2023 15:30:30"
RGLS,52.22,19,14,13,2153462,5,23359,11,7998406,29,10175227,1,40660,4,19357,"01-10-2023 15:30:30"
RGNX,85.14,44,616,79,3332441,85,3286634,27,30810394,191,37429469,15,294265,24,1074780,"01-10-2023 15:30:30"
RGP,84.6,34,425,81,2662588,101,2695335,23,23150482,205,28508405,20,1418626,29,389981,"01-10-2023 15:30:30"
RGR,65.12,18,602,77,456081,107,642863,60,10441862,244,11540806,18,129115,35,259995,"01-10-2023 15:30:30"
RGS,23.04,46,7,13,1066756,23,1972208,16,7458163,52,10497127,5,988036,13,1254428,"01-10-2023 15:30:30"
RGT,21.65,6,12,9,185910,14,71175,13,1109272,36,1366357,1,11222,1,96,"01-10-2023 15:30:30"
RGTI,32.65,133,58,28,2913144,41,8473807,24,32029327,93,43416278,21,1870955,19,1512483,"01-10-2023 15:30:30"
RH,102.87,18,"5,004",171,3500623,231,3660534,68,11766923,470,18928080,56,1052073,83,1353812,"01-10-2023 15:30:30"
RHE,4.36,2,0,3,1672,6,20944,6,59407,15,82023,2,1671,1,379,"01-10-2023 15:30:30"
RHI,92.57,107,"7,264",257,6281834,254,5815565,82,87023738,593,99121137,54,1374389,66,379622,"01-10-2023 15:30:30"
RHP,92.54,60,"4,601",174,5912124,115,2519186,51,46819277,340,55250587,47,1337918,27,241319,"01-10-2023 15:30:30"
RIBT,3.41,7,0,2,18366,7,8807,10,197991,19,225164,1,18363,4,261,"01-10-2023 15:30:30"
RICK,41.74,9,238,42,104525,59,315271,22,3511608,123,3931404,7,25092,16,49506,"01-10-2023 15:30:30"
RIG,65.39,783,"4,201",172,65251843,181,80742333,112,365733076,465,511727252,59,15012466,67,14416395,"01-10-2023 15:30:30"
RIGL,63.62,174,120,40,10489187,61,12313867,31,88133742,132,110936796,6,182331,14,2673985,"01-10-2023 15:30:30"
RILY,41.44,31,519,59,960372,89,1389983,26,10317719,174,12668074,25,582724,24,404110,"01-10-2023 15:30:30"
RILYG,0.02,13,0,0,0,0,0,1,3000,1,3000,0,0,0,0,"01-10-2023 15:30:30"
RILYK,0.78,9,2,1,40000,0,0,1,27668,2,67668,1,40000,0,0,"01-10-2023 15:30:30"
RILYN,0.0,7,0,0,0,1,42350,0,42350,1,0,0,0,1,42350,"01-10-2023 15:30:30"
RILYZ,0.86,16,3,0,0,0,0,1,140000,1,140000,0,0,0,0,"01-10-2023 15:30:30"
RIO,10.26,"1,251","8,166",369,15318625,293,18517356,132,94478606,794,128314587,65,4922123,79,3399822,"01-10-2023 15:30:30"
RIOT,37.36,185,646,98,10110343,105,13000290,60,46126193,263,69236826,36,2216031,38,4160793,"01-10-2023 15:30:30"
RITM,44.97,483,"2,019",211,14524441,163,16256182,78,186547114,452,217327737,46,2673701,39,1884699,"01-10-2023 15:30:30"
RIV,21.62,21,49,26,580548,17,434471,9,3623654,52,4638673,4,124725,7,71477,"01-10-2023 15:30:30"
RIVN,63.83,940,"14,573",337,61320726,195,34127119,159,504762899,691,600210744,98,11514016,75,5914235,"01-10-2023 15:30:30"
RJF,77.38,209,"16,230",288,11145735,339,10910715,109,139544948,736,161601398,65,1518713,82,2910224,"01-10-2023 15:30:30"
RKDA,12.51,1,0,4,70071,6,93323,7,24717,17,138677,1,1,4,92745,"01-10-2023 15:30:30"
RKLB,55.0,483,"1,164",122,14955307,63,21389331,45,229460974,230,265805612,37,2543810,25,7801712,"01-10-2023 15:30:30"
RKT,63.02,128,662,78,4075522,130,10754482,63,66074734,271,80904738,23,553531,50,2980395,"01-10-2023 15:30:30"
RL,110.46,40,"5,179",173,5825129,206,5326330,60,33462039,439,44613498,48,366094,56,1096371,"01-10-2023 15:30:30"
RLAY,106.78,122,"1,097",94,12327084,64,12731195,28,105358643,186,130416922,28,3096783,25,2536077,"01-10-2023 15:30:30"
RLGT,53.65,47,143,48,1868603,59,2376921,18,21128284,125,25373808,11,515248,16,776422,"01-10-2023 15:30:30"
RLI,82.64,46,"5,120",174,2454956,152,3786404,58,31437954,384,37679314,66,940659,24,200506,"01-10-2023 15:30:30"
RLJ,96.3,157,"1,485",108,6734088,91,6446101,30,138472888,229,151653077,35,1699057,23,916262,"01-10-2023 15:30:30"
RLMD,53.49,30,48,42,2251723,53,4009091,17,9837859,112,16098673,19,847205,18,539843,"01-10-2023 15:30:30"
RLTY,25.76,15,51,20,656140,10,209744,4,3063623,34,3929507,11,255350,2,447,"01-10-2023 15:30:30"
RLX,30.73,"1,262",586,46,85201697,49,47780646,22,254831726,117,387814069,15,17984863,12,4629493,"01-10-2023 15:30:30"
RLYB,89.97,38,115,34,2046225,15,914310,16,31048330,65,34008865,9,76521,5,232688,"01-10-2023 15:30:30"
RM,80.25,10,219,43,418571,36,288815,9,7187207,88,7894593,10,134119,9,70076,"01-10-2023 15:30:30"
RMAX,93.31,18,219,49,484717,57,842796,23,15587179,129,16914692,11,231298,13,160546,"01-10-2023 15:30:30"
RMBI,15.08,11,19,8,44951,15,245377,10,1431716,33,1722044,2,3019,4,95047,"01-10-2023 15:30:30"
RMBL,51.83,17,53,23,1650552,39,1819975,9,5170325,71,8640852,15,501585,16,291327,"01-10-2023 15:30:30"
RMBS,88.88,109,"5,411",229,12192862,169,10555584,29,74244709,427,96993155,93,4659779,40,1117589,"01-10-2023 15:30:30"
RMCF,23.34,6,7,4,2642,7,33085,14,1432892,25,1468619,1,58,4,20885,"01-10-2023 15:30:30"
RMD,64.67,147,"14,064",351,6879355,305,6901341,126,81328720,782,95109416,94,1643071,43,496509,"01-10-2023 15:30:30"
RMGC,102.57,1,7,11,218826,4,2159500,4,1726178,19,652148,6,173327,3,2109860,"01-10-2023 15:30:30"
RMGCU,0.01,48,0,1,1341,5,318307,1,314080,7,5568,0,0,4,317807,"01-10-2023 15:30:30"
RMI,18.5,6,17,7,370043,10,136930,3,672212,20,1179185,1,21487,3,29024,"01-10-2023 15:30:30"
RMM,12.48,20,34,14,545463,13,84275,7,1833357,34,2463095,0,0,3,29930,"01-10-2023 15:30:30"
RMMZ,14.76,8,18,7,400500,4,96438,2,750859,13,1247797,2,15200,0,0,"01-10-2023 15:30:30"
RMNI,69.91,89,137,64,4940938,47,4933310,21,52403951,132,62278199,14,2032495,17,3965463,"01-10-2023 15:30:30"
RMR,77.97,16,298,71,649892,79,1385505,62,10137971,212,12173368,15,104593,36,353357,"01-10-2023 15:30:30"
RMT,26.26,49,106,41,1010878,34,800309,21,10963795,96,12774982,9,183189,10,232231,"01-10-2023 15:30:30"
RMTI,10.83,28,6,27,1469015,14,352589,9,1264938,50,3086542,15,1027113,7,49234,"01-10-2023 15:30:30"
RNA,111.41,74,527,92,15253285,53,8377449,20,58917333,165,82548067,27,1505981,19,5990709,"01-10-2023 15:30:30"
RNAZ,5.77,4,0,5,206935,9,12789,1,12143,15,207581,3,202144,9,12789,"01-10-2023 15:30:30"
RNG,95.98,85,"2,411",148,14818667,164,13427147,35,53110459,347,81356273,45,899978,54,3297741,"01-10-2023 15:30:30"
RNGR,39.58,25,138,58,2274961,17,1866768,1,5563704,76,9705433,38,701856,6,214457,"01-10-2023 15:30:30"
RNLX,8.29,48,6,17,307651,9,243721,1,3389073,27,3940445,6,108589,5,25532,"01-10-2023 15:30:30"
RNP,16.02,48,131,42,516069,61,613753,19,6494628,122,7624450,16,266932,19,250800,"01-10-2023 15:30:30"
RNR,92.65,51,"9,385",233,8373777,168,2517756,59,36526972,460,47418505,70,2565621,51,437234,"01-10-2023 15:30:30"
RNST,74.04,56,"1,089",70,2354610,99,3747012,39,35464197,208,41565819,10,353517,26,2246518,"01-10-2023 15:30:30"
RNW,57.71,227,710,47,6367173,37,11059387,15,113376821,99,130803381,21,3645223,16,2925939,"01-10-2023 15:30:30"
RNXT,11.4,11,2,5,32780,3,1000351,5,186205,13,1219336,1,12363,3,1000351,"01-10-2023 15:30:30"
ROAD,92.54,44,"1,480",75,2120372,78,2109744,19,36237811,172,40467927,27,717602,16,245476,"01-10-2023 15:30:30"
ROCK,97.02,30,"1,993",112,1068780,102,1988018,37,26460216,251,29517014,38,293489,21,837353,"01-10-2023 15:30:30"
ROCL,41.24,6,25,10,825957,39,9005708,0,7420237,49,2411428,3,120648,35,8125574,"01-10-2023 15:30:30"
ROG,98.02,19,"2,399",105,2683510,130,2042772,34,13520454,269,18246736,31,225445,42,500627,"01-10-2023 15:30:30"
ROIC,99.18,126,"1,547",113,12637155,108,8835540,26,103497790,247,124970485,23,1602654,32,4093963,"01-10-2023 15:30:30"
ROIV,63.1,791,"5,832",115,71049960,71,32149416,19,396132691,205,499332067,58,22549194,25,5489466,"01-10-2023 15:30:30"
ROK,82.47,115,"27,078",528,6454132,429,5296509,253,82970182,"1,210",94720823,111,797616,68,365462,"01-10-2023 15:30:30"
ROKU,80.83,124,"7,080",227,7583751,263,8276297,109,84440829,599,100300877,63,2744082,80,1306786,"01-10-2023 15:30:30"
ROL,43.19,493,"7,946",293,14358673,245,11035495,89,187469159,627,212863327,71,2677172,48,1788477,"01-10-2023 15:30:30"
ROOT,77.03,10,70,28,2315523,46,1217722,16,3784883,90,7318128,19,2202930,27,487395,"01-10-2023 15:30:30"
ROP,93.86,107,"48,503",497,4818635,497,5012894,175,90324360,"1,169",100155889,90,182436,77,438850,"01-10-2023 15:30:30"
ROSE,0.77,4,0,2,32667,4,228428,0,228428,6,32667,2,32667,4,228428,"01-10-2023 15:30:30"
ROSS,75.22,6,52,9,1039123,15,3551794,10,208866,34,4799783,5,315130,11,2617423,"01-10-2023 15:30:30"
ROST,87.34,339,"33,407",380,21247280,435,29227418,156,245289786,971,295764484,82,4562915,81,2398916,"01-10-2023 15:30:30"
ROVR,82.3,182,937,87,16119270,33,16050711,19,117517213,139,149687194,33,4326802,14,7077654,"01-10-2023 15:30:30"
RPAY,80.12,95,576,71,10244856,79,15547800,29,50083060,179,75875716,20,805936,25,8217238,"01-10-2023 15:30:30"
RPD,96.57,61,"2,695",152,8619108,138,7839070,53,42419010,343,58877188,49,3481429,48,2043336,"01-10-2023 15:30:30"
RPHM,83.75,34,216,39,9364976,10,250927,8,18693941,57,28309844,20,2785903,4,109536,"01-10-2023 15:30:30"
RPID,59.19,37,24,7,606594,15,1548787,12,19758295,34,21913676,3,90075,9,1166799,"01-10-2023 15:30:30"
RPM,83.25,129,"10,188",248,5641621,290,4758481,146,97060615,684,107460717,60,665741,82,1497753,"01-10-2023 15:30:30"
RPRX,67.61,449,"8,238",189,21154258,155,21989047,37,260377434,381,303520739,43,3530727,48,5947751,"01-10-2023 15:30:30"
RPT,95.51,86,864,79,3368142,79,3908377,29,74577661,187,81854180,21,636566,20,932502,"01-10-2023 15:30:30"
RPTX,85.08,42,433,31,3762647,32,1150690,19,30899068,82,35812405,8,2742874,7,100294,"01-10-2023 15:30:30"
RQI,16.35,134,222,80,1559664,68,769109,59,19624322,207,21953095,21,728535,20,302640,"01-10-2023 15:30:30"
RRAC,109.08,25,292,13,5107728,26,7384153,28,14309560,67,26801441,6,2397825,11,5453881,"01-10-2023 15:30:30"
RRBI,19.86,7,65,27,99017,16,52487,14,1273595,57,1425099,1,5181,3,37571,"01-10-2023 15:30:30"
RRC,94.74,241,"7,410",186,40489191,197,28790468,65,159368231,448,228647890,64,5511921,65,6631478,"01-10-2023 15:30:30"
RRGB,92.07,16,118,66,4789391,45,3764068,10,6112972,121,14666431,37,1222276,17,2814085,"01-10-2023 15:30:30"
RRR,104.3,58,"2,497",84,8660892,89,2940513,35,49300295,208,60901700,24,4229857,23,455250,"01-10-2023 15:30:30"
RRX,98.52,66,"9,334",176,2893776,214,3312693,73,59121781,463,65328250,47,733605,50,1186258,"01-10-2023 15:30:30"
RS,82.45,59,"12,661",242,2841503,263,4845367,81,40594979,586,48281849,55,377145,58,247573,"01-10-2023 15:30:30"
RSF,37.26,4,22,7,124135,11,81494,1,1210636,19,1416265,4,77544,4,45117,"01-10-2023 15:30:30"
RSG,58.09,316,"26,189",429,9172538,431,8765636,166,165830620,"1,026",183768794,80,1002171,65,1176742,"01-10-2023 15:30:30"
RSI,68.92,69,220,67,5537134,35,2653112,21,39439684,123,47629930,17,2045903,18,1517638,"01-10-2023 15:30:30"
RSKD,50.92,102,233,50,6648155,31,3784797,16,41551833,97,51984785,15,1001405,11,595819,"01-10-2023 15:30:30"
RSLS,3.0,3,0,6,34533,3,74860,5,5679,14,103714,0,0,3,74860,"01-10-2023 15:30:30"
RSSS,23.35,30,17,13,241466,6,204653,9,6463138,28,6909257,2,42436,1,14,"01-10-2023 15:30:30"
RSVR,43.04,65,170,23,4037241,21,3904338,13,19905682,57,27847261,10,3385962,2,3261550,"01-10-2023 15:30:30"
RTC,0.45,29,1,1,7,2,6201,0,124194,3,130402,1,7,1,1,"01-10-2023 15:30:30"
RTO,12.68,504,"2,368",84,4237001,103,5456558,40,54212781,227,63906340,31,2203708,22,668099,"01-10-2023 15:30:30"
RTX,80.41,"1,456","84,231","1,157",32719212,"1,125",36973419,329,1100663772,"2,611",1170356403,149,6440192,103,2671897,"01-10-2023 15:30:30"
RUM,22.84,112,131,51,6843833,47,2757627,51,16084812,149,25686272,22,1934969,20,868809,"01-10-2023 15:30:30"
RUN,92.65,217,"2,527",185,13828767,206,14196497,70,173184766,461,201210030,52,2597187,61,4857068,"01-10-2023 15:30:30"
RUSHA,100.96,63,"2,579",93,4048676,110,4339528,43,54770877,246,63159081,21,2004328,12,129585,"01-10-2023 15:30:30"
RUSHB,39.75,18,331,33,153764,41,369191,23,6788884,97,7311839,10,92784,8,238214,"01-10-2023 15:30:30"
RVLP,21.62,111,2,5,31540,19,1125483,18,22927462,42,24084485,1,937,6,211449,"01-10-2023 15:30:30"
RVLV,130.03,41,723,99,6972041,109,5294534,31,40891238,239,53157813,31,878342,41,1047578,"01-10-2023 15:30:30"
RVMD,104.13,109,"3,147",72,10552841,65,6419124,30,96709921,167,113681886,15,882075,24,1400556,"01-10-2023 15:30:30"
RVNC,93.9,88,947,131,12935153,101,6695861,30,62956251,262,82587265,43,3982939,41,2327308,"01-10-2023 15:30:30"
RVP,10.61,30,4,13,98310,16,322559,15,2756242,44,3177111,7,48820,3,56450,"01-10-2023 15:30:30"
RVPH,11.68,23,13,18,1566728,7,297302,3,781058,28,2645088,6,905950,5,182201,"01-10-2023 15:30:30"
RVSB,63.17,21,74,18,630344,24,588159,20,12123653,62,13342156,6,186111,6,381295,"01-10-2023 15:30:30"
RVSN,3.37,24,0,5,572436,3,241704,1,5068,9,809072,4,548529,1,238265,"01-10-2023 15:30:30"
RVT,24.77,112,356,89,1843875,60,1490070,32,24327080,181,27661025,18,853203,22,386426,"01-10-2023 15:30:30"
RVTY,84.63,124,"11,630",195,10771073,300,12702717,116,81586187,611,105059977,40,640864,80,1591880,"01-10-2023 15:30:30"
RVYL,5.67,5,1,6,3929,18,123115,7,170361,31,297405,0,0,7,62847,"01-10-2023 15:30:30"
RWAY,64.16,41,333,26,653004,23,1031331,10,24304979,59,25989314,10,267950,10,504870,"01-10-2023 15:30:30"
RWLK,3.61,60,2,13,265497,7,376984,12,1519886,32,2162367,7,128284,3,36355,"01-10-2023 15:30:30"
RWOD,54.53,9,51,6,269809,29,4460379,9,68958,44,4799146,5,200765,19,3640035,"01-10-2023 15:30:30"
RWT,70.93,114,578,90,3461043,99,5752561,42,71815268,231,81028872,32,1876584,23,1597768,"01-10-2023 15:30:30"
RXO,93.85,117,"2,166",119,12913139,131,11698999,71,85173156,321,109785294,38,1823232,47,3090241,"01-10-2023 15:30:30"
RXRX,67.57,204,"1,055",85,11020812,71,10986050,30,115852004,186,137858866,26,2711472,27,2746382,"01-10-2023 15:30:30"
RXST,61.52,36,612,91,8378743,20,2299791,10,11250844,121,21929378,47,2600532,7,1608290,"01-10-2023 15:30:30"
RXT,82.47,216,418,42,9781563,73,12953213,15,155302206,130,178036982,8,272301,34,7630629,"01-10-2023 15:30:30"
RY,43.45,"1,386","52,646",256,25981198,280,17802870,175,558300979,711,602085047,51,5657142,58,789856,"01-10-2023 15:30:30"
RYAAY,43.53,228,"9,636",148,9107247,101,9361895,39,80658311,288,99127453,42,3645159,17,336470,"01-10-2023 15:30:30"
RYAM,79.66,65,184,90,11250468,86,13204421,30,27596840,206,52051729,29,3683263,44,1969911,"01-10-2023 15:30:30"
RYAN,72.94,116,"4,111",118,10080254,80,2358020,36,72503896,234,84942170,33,2910644,17,392055,"01-10-2023 15:30:30"
RYI,95.1,34,951,104,5553845,88,6172826,19,20978255,211,32704926,28,2091075,25,704089,"01-10-2023 15:30:30"
RYN,90.62,148,"3,824",112,8697378,140,4681585,82,120980972,334,134359935,24,1246105,37,1130656,"01-10-2023 15:30:30"
RYTM,116.53,57,"1,520",69,11062528,63,5122955,23,50119524,155,66305007,27,3562678,40,2523146,"01-10-2023 15:30:30"
RZB,0.03,16,0,1,2811,1,50,1,2316,3,5177,1,2811,1,50,"01-10-2023 15:30:30"
RZC,0.04,28,0,3,11036,0,0,0,113,3,11149,2,11014,0,0,"01-10-2023 15:30:30"
RZLT,65.78,37,32,10,1072867,9,1075239,15,22076036,34,24224142,2,499808,5,912369,"01-10-2023 15:30:30"
S,86.72,242,"3,541",164,44912016,127,31547679,68,133559261,359,210018956,61,11391387,46,15483358,"01-10-2023 15:30:30"
SA,35.17,84,310,73,2193760,49,1618841,27,25553222,149,29365823,24,1250419,14,259534,"01-10-2023 15:30:30"
SABR,95.76,379,"1,631",116,40462784,146,71187661,57,251611459,319,363261904,34,4356249,57,26685923,"01-10-2023 15:30:30"
SABS,7.61,52,3,12,512248,10,408477,24,3059474,46,3980199,5,185456,6,348816,"01-10-2023 15:30:30"
SACH,11.57,45,19,27,521936,32,1355275,14,3371247,73,5248458,10,214156,15,539468,"01-10-2023 15:30:30"
SAFE,59.36,71,751,77,3965133,115,5109934,19,33111474,211,42186541,29,963247,38,1614422,"01-10-2023 15:30:30"
SAFT,79.86,15,806,69,600071,91,2280206,31,8932632,191,11812909,12,34409,19,171007,"01-10-2023 15:30:30"
SAGA,66.73,1,11,4,41371,6,24268,7,916128,17,981767,3,26371,2,20096,"01-10-2023 15:30:30"
SAGE,90.54,60,"1,116",106,6418297,92,5096060,43,42704148,241,54218505,33,842583,17,169441,"01-10-2023 15:30:30"
SAH,73.58,23,823,76,1765147,123,3419913,24,12042690,223,17227750,33,835832,35,1117865,"01-10-2023 15:30:30"
SAI,0.82,14,0,7,85441,2,9246,0,22255,9,116942,4,81977,2,9246,"01-10-2023 15:30:30"
SAIA,113.88,27,"12,047",183,2594187,207,4104187,45,23520943,435,30219317,65,1061275,42,406011,"01-10-2023 15:30:30"
SAIC,78.09,53,"4,362",146,1785432,187,2680828,76,36868426,409,41334686,38,469518,45,473015,"01-10-2023 15:30:30"
SALM,15.72,22,2,8,113485,11,178038,12,3113194,31,3404717,3,86623,2,1411,"01-10-2023 15:30:30"
SAM,77.66,10,"3,076",131,559561,143,800500,64,6535853,338,7895914,39,181224,42,309173,"01-10-2023 15:30:30"
SAMA,44.32,9,43,1,264,27,6294896,9,2288273,37,4006887,0,0,19,4498443,"01-10-2023 15:30:30"
SAMAU,0.13,16,0,4,4361,2,2560,0,14154,6,21075,3,3940,1,800,"01-10-2023 15:30:30"
SAMG,71.48,9,106,38,290683,37,395060,14,6014639,89,6700382,6,41339,3,30520,"01-10-2023 15:30:30"
SAN,2.14,"16,184","1,304",143,12579576,135,26840747,86,307343042,364,346763365,40,1856196,43,7160187,"01-10-2023 15:30:30"
SANA,68.51,197,522,50,12392893,52,8194370,30,114344442,132,134931705,13,2605573,10,499084,"01-10-2023 15:30:30"
SAND          ,53.89,296,744,89,14815642,68,12945105,64,131842400,221,159603147,25,1155534,29,2738140,"01-10-2023 15:30:30"
SANG,14.89,33,17,7,817817,6,483661,4,3641269,17,4942747,2,14444,3,473586,"01-10-2023 15:30:30"
SANM,93.35,57,"2,900",142,2423694,190,4295208,47,46704024,379,53422926,27,426009,62,1019485,"01-10-2023 15:30:30"
SANW,62.58,43,30,9,73796,11,510150,19,26327802,39,26911748,4,45684,3,99078,"01-10-2023 15:30:30"
SAP,4.93,"1,229","7,840",268,3851559,242,3973770,94,52796013,604,60621342,80,769715,40,491012,"01-10-2023 15:30:30"
SAR,14.21,12,46,40,349311,26,451689,9,972772,75,1773772,17,143059,8,22443,"01-10-2023 15:30:30"
SASI,8.38,1,0,1,652,5,3672,9,46923,15,51247,0,0,4,3670,"01-10-2023 15:30:30"
SASR,71.15,45,684,92,3591421,86,2212745,39,26117383,217,31921549,21,450999,29,645567,"01-10-2023 15:30:30"
SATL,21.75,76,19,3,134528,4,181628,11,16231597,18,16547753,2,101978,3,172668,"01-10-2023 15:30:30"
SATS,86.78,36,526,66,1861854,94,3197277,37,26321972,197,31381103,13,563376,33,793823,"01-10-2023 15:30:30"
